building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
Al Shamsi,G47,3,2981.92,2021-03-30,,G,,HIGH,reidin
Al Shirawi,PH01,4,4919.1,2021-03-29,,LP,,HIGH,reidin
Kempinski Residences,520,2,1786.81,2021-03-29,,5,,HIGH,reidin
Marina Residences,105S,2,1980.23,2021-03-29,,1,,HIGH,reidin
Al Khushkar,1112,2,1593.06,2021-03-28,,11,,HIGH,reidin
Kempinski Residences,214,2,1754.52,2021-03-28,,2,,HIGH,reidin
Al Basri,PJFRD006,4,5000.05,2021-03-28,,nan,,HIGH,reidin
Golden Mile,1003,1,848.2,2021-03-28,,10,,HIGH,reidin
Club Vista Mare,006,,9999.23,2021-03-24,,G,,HIGH,reidin
Al Ramth,1206,3,4057.99,2021-03-24,,12,,HIGH,reidin
The 8,TPTGBIN20,,3364.69,2021-03-22,,nan,,HIGH,reidin
Al Mashraba,806,3,4057.99,2021-03-22,,8,,HIGH,reidin
Al Murjan,201,2,1948.27,2021-03-21,,2,,HIGH,reidin
Al Basri,PJFRF042,5,5343.95,2021-03-20,,nan,,HIGH,reidin
Royal Atlantis,608,2,1474.65,2021-03-18,,6,,HIGH,reidin
Al Shamsi,312,1,1059.49,2021-03-18,,3,,HIGH,reidin
Al Sahab,PJFRO039,4,5000.05,2021-03-18,,nan,,HIGH,reidin
Al Shamsi,G22,3,3160.17,2021-03-17,,G,,HIGH,reidin
Golden Mile,1007,1,1098.24,2021-03-17,,10,,HIGH,reidin
Golden Mile,FB08,,664.99,2021-03-17,,B1,,HIGH,reidin
Al Murjan,104,2,2045.14,2021-03-16,,1,,HIGH,reidin
Al Habool,104,1,1140.97,2021-03-16,,1,,HIGH,reidin
Seven Palm,31506,2,1743.75,2021-03-16,,15,,HIGH,reidin
Marina Residences,C301,2,1754.52,2021-03-15,,3,,HIGH,reidin
Al Basri,J2,1,720.21,2021-03-15,,1,,HIGH,reidin
The 8,407,3,1606.19,2021-03-14,,4,,HIGH,reidin
The 8,511,2,1214.49,2021-03-14,,5,,HIGH,reidin
The 8,411,2,1211.8,2021-03-14,,4,,HIGH,reidin
The 8,514,2,1233.76,2021-03-14,,5,,HIGH,reidin
The 8,213,2,1211.91,2021-03-14,,2,,HIGH,reidin
The 8,415,1,859.61,2021-03-14,,4,,HIGH,reidin
The 8,501,2,1387.47,2021-03-14,,5,,HIGH,reidin
The 8,118,1,861.11,2021-03-14,,1,,HIGH,reidin
The 8,211,2,1214.71,2021-03-14,,2,,HIGH,reidin
The 8,505,1,1005.13,2021-03-14,,5,,HIGH,reidin
The 8,605,3,2625.96,2021-03-14,,6,,HIGH,reidin
The 8,209,3,1609.31,2021-03-14,,2,,HIGH,reidin
The 8,104,1,870.26,2021-03-14,,1,,HIGH,reidin
The 8,208,3,2013.93,2021-03-14,,2,,HIGH,reidin
The 8,204,1,875.0,2021-03-14,,2,,HIGH,reidin
The 8,510,2,1218.47,2021-03-14,,5,,HIGH,reidin
The 8,306,2,1235.91,2021-03-14,,3,,HIGH,reidin
The 8,205,2,1240.65,2021-03-14,,2,,HIGH,reidin
The 8,206,2,1234.19,2021-03-14,,2,,HIGH,reidin
The 8,214,2,1239.68,2021-03-14,,2,,HIGH,reidin
The 8,301,1,865.74,2021-03-14,,3,,HIGH,reidin
The 8,405,1,1149.15,2021-03-14,,4,,HIGH,reidin
The 8,115,2,1240.0,2021-03-14,,1,,HIGH,reidin
The 8,108,2,1915.76,2021-03-14,,1,,HIGH,reidin
The 8,404,2,1234.19,2021-03-14,,4,,HIGH,reidin
The 8,402,2,1695.85,2021-03-14,,4,,HIGH,reidin
The 8,G02,1,1717.06,2021-03-14,,G,,HIGH,reidin
The 8,315,1,846.47,2021-03-14,,3,,HIGH,reidin
The 8,G04,1,1780.78,2021-03-14,,G,,HIGH,reidin
The 8,111,2,1225.04,2021-03-14,,1,,HIGH,reidin
The 8,408,1,857.34,2021-03-14,,4,,HIGH,reidin
The 8,606,3,1605.87,2021-03-14,,6,,HIGH,reidin
The 8,203,1,1008.04,2021-03-14,,2,,HIGH,reidin
The 8,314,2,1240.22,2021-03-14,,3,,HIGH,reidin
The 8,G07,1,936.89,2021-03-14,,G,,HIGH,reidin
The 8,313,2,1212.23,2021-03-14,,3,,HIGH,reidin
The 8,G10,1,1093.72,2021-03-14,,G,,HIGH,reidin
The 8,107,1,1543.44,2021-03-14,,1,,HIGH,reidin
The 8,307,2,1376.38,2021-03-14,,3,,HIGH,reidin
The 8,305,2,1237.96,2021-03-14,,3,,HIGH,reidin
The 8,308,3,1785.09,2021-03-14,,3,,HIGH,reidin
The 8,114,2,1211.91,2021-03-14,,1,,HIGH,reidin
The 8,410,2,1217.72,2021-03-14,,4,,HIGH,reidin
The 8,412,2,1238.71,2021-03-14,,4,,HIGH,reidin
The 8,604,2,1235.59,2021-03-14,,6,,HIGH,reidin
The 8,603,2,1236.99,2021-03-14,,6,,HIGH,reidin
The 8,602,1,1269.92,2021-03-14,,6,,HIGH,reidin
The 8,112,2,1214.71,2021-03-14,,1,,HIGH,reidin
The 8,G12,1,1710.92,2021-03-14,,G,,HIGH,reidin
The 8,311,2,1214.49,2021-03-14,,3,,HIGH,reidin
The 8,601,1,1195.55,2021-03-14,,6,,HIGH,reidin
The 8,G15,2,2583.55,2021-03-14,,G,,HIGH,reidin
The 8,G16,2,2165.05,2021-03-14,,G,,HIGH,reidin
The 8,310,2,1223.96,2021-03-14,,3,,HIGH,reidin
The 8,304,1,869.18,2021-03-14,,3,,HIGH,reidin
The 8,413,1,844.54,2021-03-14,,4,,HIGH,reidin
The 8,414,1,844.75,2021-03-14,,4,,HIGH,reidin
The 8,513,2,1221.38,2021-03-14,,5,,HIGH,reidin
The 8,512,2,1240.65,2021-03-14,,5,,HIGH,reidin
The 8,506,3,1807.37,2021-03-14,,5,,HIGH,reidin
The 8,102,1,1012.34,2021-03-14,,1,,HIGH,reidin
The 8,502,2,1379.18,2021-03-14,,5,,HIGH,reidin
The 8,503,2,1237.2,2021-03-14,,5,,HIGH,reidin
The 8,504,2,1237.42,2021-03-14,,5,,HIGH,reidin
The 8,210,2,1223.64,2021-03-14,,2,,HIGH,reidin
The 8,312,2,1217.18,2021-03-14,,3,,HIGH,reidin
The 8,409,2,1215.78,2021-03-14,,4,,HIGH,reidin
The 8,G08,1,1031.94,2021-03-14,,G,,HIGH,reidin
The 8,607,1,854.87,2021-03-14,,6,,HIGH,reidin
The 8,G06,1,949.91,2021-03-14,,G,,HIGH,reidin
The 8,508,1,854.12,2021-03-14,,5,,HIGH,reidin
The 8,202,1,1008.25,2021-03-14,,2,,HIGH,reidin
The 8,G05,1,931.72,2021-03-14,,G,,HIGH,reidin
The 8,316,1,847.33,2021-03-14,,3,,HIGH,reidin
The 8,317,1,855.51,2021-03-14,,3,,HIGH,reidin
The 8,401,2,1600.16,2021-03-14,,4,,HIGH,reidin
The 8,113,2,1217.94,2021-03-14,,1,,HIGH,reidin
The 8,110,2,1219.01,2021-03-14,,1,,HIGH,reidin
The 8,701,4,3503.11,2021-03-14,,7,,HIGH,reidin
The 8,403,2,1237.2,2021-03-14,,4,,HIGH,reidin
The 8,109,2,1271.43,2021-03-14,,1,,HIGH,reidin
The 8,207,2,1623.95,2021-03-14,,2,,HIGH,reidin
The 8,201,1,857.78,2021-03-14,,2,,HIGH,reidin
The 8,117,1,839.05,2021-03-14,,1,,HIGH,reidin
The 8,215,1,848.09,2021-03-14,,2,,HIGH,reidin
The 8,216,1,845.18,2021-03-14,,2,,HIGH,reidin
The 8,302,1,1008.79,2021-03-14,,3,,HIGH,reidin
The 8,611,2,1233.87,2021-03-14,,6,,HIGH,reidin
The 8,610,2,1228.59,2021-03-14,,6,,HIGH,reidin
The 8,116,1,836.79,2021-03-14,,1,,HIGH,reidin
The 8,303,1,1007.07,2021-03-14,,3,,HIGH,reidin
The 8,406,3,1994.12,2021-03-14,,4,,HIGH,reidin
The 8,609,2,1216.86,2021-03-14,,6,,HIGH,reidin
The 8,608,2,1215.46,2021-03-14,,6,,HIGH,reidin
The 8,509,2,1215.67,2021-03-14,,5,,HIGH,reidin
The 8,103,1,1010.41,2021-03-14,,1,,HIGH,reidin
The 8,G17,2,1563.56,2021-03-14,,G,,HIGH,reidin
The 8,105,2,1412.22,2021-03-14,,1,,HIGH,reidin
Al Basri,PJFRF044,4,5000.05,2021-03-14,,nan,,HIGH,reidin
The 8,106,1,833.13,2021-03-14,,1,,HIGH,reidin
The 8,309,3,1611.36,2021-03-14,,3,,HIGH,reidin
The 8,507,3,1605.11,2021-03-14,,5,,HIGH,reidin
The 8,G14,2,2607.45,2021-03-14,,G,,HIGH,reidin
The 8,G13,2,2620.15,2021-03-14,,G,,HIGH,reidin
The 8,G11,1,1038.39,2021-03-14,,G,,HIGH,reidin
The 8,212,2,1218.15,2021-03-14,,2,,HIGH,reidin
Al Fahad,PJFRA055,6,6999.98,2021-03-11,,nan,,HIGH,reidin
Al Msalli,F060,,2497.01,2021-03-10,,1,,HIGH,reidin
Serenia Residences,B301,3,5511.12,2021-03-10,,3,,HIGH,reidin
Al Msalli,P050,,2517.03,2021-03-10,,G,,HIGH,reidin
Al Msalli,F061,,2515.95,2021-03-10,,1,,HIGH,reidin
Seven Palm,30906,2,1743.75,2021-03-09,,9,,HIGH,reidin
Al Mashraba,503,2,1732.99,2021-03-09,,5,,HIGH,reidin
Al Ramth,406,3,4053.47,2021-03-09,,4,,HIGH,reidin
Oceana,VILLAC,5,12629.93,2021-03-09,,nan,,HIGH,reidin
Al Mashraba,1203,2,1776.04,2021-03-08,,12,,HIGH,reidin
Serenia Residences,A612,2,1604.9,2021-03-07,,6,,HIGH,reidin
Serenia Residences,A205,1,1070.79,2021-03-07,,2,,HIGH,reidin
Al Habool,307,2,1997.89,2021-03-04,,3,,HIGH,reidin
The 8,10507,2,1334.72,2021-03-04,,5,,HIGH,reidin
Al Habool,606,2,1991.32,2021-03-04,,6,,HIGH,reidin
Al Ghaf,PJFRB105,4,5000.05,2021-03-04,,nan,,HIGH,reidin
Al Anbara,409,1,1140.97,2021-03-02,,4,,HIGH,reidin
The 8,20310,2,1743.75,2021-03-02,,3,,HIGH,reidin
Golden Mile,802,1,867.68,2021-03-02,,8,,HIGH,reidin
Golden Mile,7411,2,1794.34,2021-03-02,,4,,HIGH,reidin
Marina Residences,A505,2,1817.16,2021-02-28,,5,,HIGH,reidin
The 8,10304,1,871.88,2021-02-28,,3,,HIGH,reidin
Al Mashraba,401,2,1937.5,2021-02-27,,4,,HIGH,reidin
Al Nabat,PJFRN021A,5,5080.67,2021-02-25,,nan,,HIGH,reidin
Al Ghaf,PJFRB056,4,5000.05,2021-02-25,,nan,,HIGH,reidin
The 8,10607,2,1304.05,2021-02-25,,6,,HIGH,reidin
Al Fahad,PJFRL045,4,5000.05,2021-02-25,,nan,,HIGH,reidin
Al Sultana,PH07,4,5231.26,2021-02-25,,LP,,HIGH,reidin
The 8,20104,2,1333.86,2021-02-25,,1,,HIGH,reidin
Al Ramth,502,2,1732.99,2021-02-25,,5,,HIGH,reidin
Golden Mile,3211,2,1794.34,2021-02-25,,2,,HIGH,reidin
Royal Atlantis,402,1,1065.63,2021-02-25,,4,,HIGH,reidin
Al Basri,PJFRD035,4,5000.05,2021-02-24,,nan,,HIGH,reidin
Al Sultana,PJFRP053,6,6999.98,2021-02-23,,nan,,HIGH,reidin
Kempinski Residences,502,3,1765.28,2021-02-23,,5,,HIGH,reidin
Golden Mile,5202,2,1799.08,2021-02-22,,2,,HIGH,reidin
Golden Mile,308,1,1118.15,2021-02-21,,3,,HIGH,reidin
Al Msalli,B1014,,2699.05,2021-02-17,,LG,,HIGH,reidin
Serenia Residences,B405,1,1054.86,2021-02-16,,4,,HIGH,reidin
Serenia Residences,A312,2,1604.9,2021-02-16,,3,,HIGH,reidin
Al Sultana,PJFRP009,5,6999.98,2021-02-15,,nan,,HIGH,reidin
Al Shirawi,512,2,1582.29,2021-02-15,,5,,HIGH,reidin
Seven Palm,41006,2,1743.75,2021-02-15,,10,,HIGH,reidin
Golden Mile,408,1,1099.21,2021-02-15,,4,,HIGH,reidin
Kempinski Residences,306,3,2566.01,2021-02-15,,3,,HIGH,reidin
Al Habool,408,2,1550.0,2021-02-14,,4,,HIGH,reidin
Al Murjan,804,2,1743.75,2021-02-14,,8,,HIGH,reidin
Balqis Residences,VILLAV02,4,9820.66,2021-02-14,,G,,HIGH,reidin
Marina Residences,1015,1,1140.97,2021-02-14,,10,,HIGH,reidin
Golden Mile,FB01,,2996.13,2021-02-14,,B1,,HIGH,reidin
Al Fahad,PJFRA001,6,6999.98,2021-02-14,,nan,,HIGH,reidin
Serenia Residences,C202,3,2884.73,2021-02-14,,2,,HIGH,reidin
Al Malak,301,2,1948.27,2021-02-14,,3,,HIGH,reidin
Al Nabat,PJFRN077B,5,5069.8,2021-02-11,,nan,,HIGH,reidin
Al Seef,PJFRM006,4,5000.05,2021-02-11,,nan,,HIGH,reidin
Al Khayali,1111,2,2023.61,2021-02-11,,11,,HIGH,reidin
Seven Palm,40704,2,1948.27,2021-02-11,,7,,HIGH,reidin
Al Mashraba,808,2,1743.75,2021-02-10,,8,,HIGH,reidin
Golden Mile,7702,3,4359.38,2021-02-10,,7,,HIGH,reidin
Serenia Residences,C306,2,1722.22,2021-02-09,,3,,HIGH,reidin
Al Malak,503,2,1732.99,2021-02-09,,5,,HIGH,reidin
Al Murjan,709,2,1732.99,2021-02-08,,7,,HIGH,reidin
Al Khayali,PJFRC100,6,6999.98,2021-02-08,,nan,,HIGH,reidin
Golden Mile,603,1,848.2,2021-02-08,,6,,HIGH,reidin
Al Shamsi,136,1,1020.42,2021-02-07,,1,,HIGH,reidin
The Fairmont Palm Residences,413,3,3035.42,2021-02-07,,4,,HIGH,reidin
Al Fahad,PJFRL102,4,5000.05,2021-02-07,,nan,,HIGH,reidin
Al Shamsi,138,1,1021.92,2021-02-07,,1,,HIGH,reidin
Al Sultana,211,3,2195.84,2021-02-07,,2,,HIGH,reidin
Golden Mile,3503,2,1797.57,2021-02-06,,5,,HIGH,reidin
Al Ramth,1004,2,1745.69,2021-02-04,,10,,HIGH,reidin
Al Khayali,PJFRC134,6,6999.98,2021-02-04,,nan,,HIGH,reidin
Al Ghaf,PJFRB078,5,5343.95,2021-02-03,,nan,,HIGH,reidin
Al Fahad,PJFRL120,4,5000.05,2021-02-02,,nan,,HIGH,reidin
The Fairmont Palm Residences,226,2,2195.84,2021-02-02,,2,,HIGH,reidin
Al Shamsi,346,1,1058.95,2021-02-02,,3,,HIGH,reidin
Jash Hamad,503,3,2223.18,2021-02-02,,5,,HIGH,reidin
Al Sahab,PJFRO137,5,5343.95,2021-02-01,,nan,,HIGH,reidin
Al Shamsi,345,1,1059.49,2021-02-01,,3,,HIGH,reidin
Al Shamsi,342,1,1140.54,2021-02-01,,3,,HIGH,reidin
Al Shamsi,343,1,1059.17,2021-02-01,,3,,HIGH,reidin
Al Shamsi,344,1,1059.38,2021-02-01,,3,,HIGH,reidin
Al Shamsi,354,1,1019.02,2021-02-01,,3,,HIGH,reidin
Al Shamsi,355,1,1020.31,2021-02-01,,3,,HIGH,reidin
Al Shamsi,356,1,1020.2,2021-02-01,,3,,HIGH,reidin
Al Shamsi,357,1,1022.25,2021-02-01,,3,,HIGH,reidin
Al Shamsi,358,1,1098.78,2021-02-01,,3,,HIGH,reidin
Al Shamsi,359,1,1101.25,2021-02-01,,3,,HIGH,reidin
Al Khayali,111,2,1980.56,2021-02-01,,1,,HIGH,reidin
Al Hamri,PJJPFI04,7,12696.99,2021-01-31,,nan,,HIGH,reidin
Al Malak,PJFRE054,5,5343.95,2021-01-31,,nan,,HIGH,reidin
The 8,20603,2,1323.96,2021-01-31,,6,,HIGH,reidin
Al Basri,PJFRF015,6,6999.98,2021-01-31,,nan,,HIGH,reidin
Golden Mile,5604,1,1302.43,2021-01-30,,6,,HIGH,reidin
Jash Hamad,611,3,2271.18,2021-01-30,,6,,HIGH,reidin
Kempinski Residences,531,3,4187.16,2021-01-28,,5,,HIGH,reidin
Al Sultana,PJFRP058,4,6000.01,2021-01-28,,nan,,HIGH,reidin
Balqis Residences,1009,2,1966.89,2021-01-28,,10,,HIGH,reidin
Club Vista Mare,132,0,602.78,2021-01-28,,1,,HIGH,reidin
Al Nabat,301,2,1593.06,2021-01-28,,3,,HIGH,reidin
The Fairmont Palm Residences,4V089,4,3100.0,2021-01-27,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V031,5,3417.54,2021-01-27,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V067,5,3336.81,2021-01-27,,nan,,HIGH,reidin
Al Basri,PJFRF081,6,6999.98,2021-01-27,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V041,5,3379.86,2021-01-26,,nan,,HIGH,reidin
Golden Mile,508,1,1118.15,2021-01-25,,5,,HIGH,reidin
Balqis Residences,208,3,8255.91,2021-01-25,,2,,HIGH,reidin
Al Sultana,PJFRP018,6,6999.98,2021-01-25,,nan,,HIGH,reidin
The Fairmont Palm Residences,P209,,4818.24,2021-01-24,,10,,HIGH,reidin
Al Nabat,1107,3,2529.52,2021-01-24,,11,,HIGH,reidin
Al Sahab,PJFRO018,4,5000.05,2021-01-24,,nan,,HIGH,reidin
Al Murjan,604,2,1743.75,2021-01-24,,6,,HIGH,reidin
Golden Mile,411,1,1092.21,2021-01-24,,4,,HIGH,reidin
Al Shamsi,152,3,2164.51,2021-01-24,,1,,HIGH,reidin
The 8,10102,1,1012.99,2021-01-21,,1,,HIGH,reidin
Al Murjan,306,3,4053.36,2021-01-21,,3,,HIGH,reidin
Serenia Residences,A202,2,1625.35,2021-01-20,,2,,HIGH,reidin
Marina Residences,214,1,1140.97,2021-01-20,,2,,HIGH,reidin
Al Mashraba,803,2,1734.93,2021-01-19,,8,,HIGH,reidin
Al Khayali,906,3,4057.99,2021-01-19,,9,,HIGH,reidin
The Fairmont Palm Residences,5V052,5,3336.81,2021-01-19,,nan,,HIGH,reidin
Seven Palm,40508,1,1216.32,2021-01-18,,5,,HIGH,reidin
Al Fahad,PJFRL134,4,5000.05,2021-01-18,,nan,,HIGH,reidin
Al Malak,1402,4,6824.31,2021-01-18,,14,,HIGH,reidin
Marina Residences,603,1,1140.97,2021-01-18,,6,,HIGH,reidin
Al Mashraba,1109,2,1776.04,2021-01-17,,11,,HIGH,reidin
Al Malak,1210,2,1776.04,2021-01-16,,12,,HIGH,reidin
Golden Mile,4403,2,1797.57,2021-01-16,,4,,HIGH,reidin
Al Malak,PJFRE016,5,5460.96,2021-01-16,,nan,,HIGH,reidin
Golden Mile,501,1,1092.86,2021-01-14,,5,,HIGH,reidin
Al Malak,PJFRE114,4,5000.05,2021-01-14,,nan,,HIGH,reidin
Serenia Residences,A308,1,1065.63,2021-01-14,,3,,HIGH,reidin
Golden Mile,413,1,1074.24,2021-01-14,,4,,HIGH,reidin
The 8,10410,2,1334.72,2021-01-14,,4,,HIGH,reidin
Al Malak,LG02,3,4768.41,2021-01-14,,LG,,HIGH,reidin
Al Basri,PJFRD095,6,6999.98,2021-01-14,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V012,5,3336.81,2021-01-13,,nan,,HIGH,reidin
Al Malak,PJFRE083,4,5000.05,2021-01-13,,nan,,HIGH,reidin
Al Basri,PJFRF038,4,5000.05,2021-01-13,,nan,,HIGH,reidin
Al Sahab,PJFRO074,4,5000.05,2021-01-13,,nan,,HIGH,reidin
Al Khayali,502,2,1735.25,2021-01-13,,5,,HIGH,reidin
Al Nabat,GF05,,929.79,2021-01-13,,1,,HIGH,reidin
The 8,20408,3,1732.99,2021-01-12,,4,,HIGH,reidin
Al Ghaf,PJFRC034,4,5000.05,2021-01-11,,nan,,HIGH,reidin
Al Khayali,LG01,3,2755.56,2021-01-11,,LG,,HIGH,reidin
Al Seef,PJFRM140,4,5000.05,2021-01-10,,nan,,HIGH,reidin
Al Fahad,PJFRA006,4,5000.05,2021-01-10,,nan,,HIGH,reidin
Al Murjan,210,2,2045.14,2021-01-10,,2,,HIGH,reidin
Al Basri,PJFRF071,6,6999.98,2021-01-10,,nan,,HIGH,reidin
Al Anbara,104,1,1140.97,2021-01-09,,1,,HIGH,reidin
Marina Residences,C503,2,1767.0,2021-01-09,,5,,HIGH,reidin
Al Fahad,PJFRL128,4,5000.05,2021-01-07,,nan,,HIGH,reidin
The 8,20306,3,1743.75,2021-01-07,,3,,HIGH,reidin
Golden Mile,10206,1,1291.67,2021-01-07,,2,,HIGH,reidin
Al Ghaf,PJFRB019,4,6000.01,2021-01-05,,nan,,HIGH,reidin
Golden Mile,3604,1,1306.63,2021-01-03,,6,,HIGH,reidin
Al Msalli,809,1,1140.97,2020-12-29,,8,,HIGH,reidin
Al Shamsi,G12,3,3153.82,2020-12-29,,G,,HIGH,reidin
Al Ramth,710,2,1732.99,2020-12-28,,7,,HIGH,reidin
Al Sultana,PJFRP037,5,6999.98,2020-12-27,,nan,,HIGH,reidin
Al Khayali,711,2,1872.92,2020-12-27,,7,,HIGH,reidin
Golden Mile,803,1,848.2,2020-12-27,,8,,HIGH,reidin
Al Shamsi,G03,3,4488.55,2020-12-27,,G,,HIGH,reidin
Al Shamsi,G02,3,4488.55,2020-12-24,,G,,HIGH,reidin
Al Shamsi,G60,3,3153.82,2020-12-24,,G,,HIGH,reidin
The Fairmont Palm Residences,416,2,1776.04,2020-12-23,,4,,HIGH,reidin
Al Msalli,F011A,,1753.01,2020-12-23,,1,,HIGH,reidin
Al Khushkar,702,3,2185.07,2020-12-22,,7,,HIGH,reidin
Golden Mile,904,1,994.05,2020-12-22,,9,,HIGH,reidin
Al Basri,PJFRD045,5,6999.98,2020-12-21,,nan,,HIGH,reidin
Seven Palm,30507,2,1646.88,2020-12-20,,5,,HIGH,reidin
Al Mashraba,407,3,2443.41,2020-12-16,,4,,HIGH,reidin
Golden Mile,402,1,867.68,2020-12-16,,4,,HIGH,reidin
Al Ghaf,PJFRB107,4,5000.05,2020-12-15,,nan,,HIGH,reidin
The 8,10015,3,3669.31,2020-12-14,,G,,HIGH,reidin
The 8,20610,2,1323.96,2020-12-13,,6,,HIGH,reidin
Al Mashraba,607,3,2443.41,2020-12-10,,6,,HIGH,reidin
Al Hallawi,809,1,1140.97,2020-12-09,,8,,HIGH,reidin
Al Fahad,PJFRL067,5,5343.95,2020-12-09,,nan,,HIGH,reidin
Royal Atlantis,710,1,1108.68,2020-12-08,,7,,HIGH,reidin
Al Khayali,1303,2,1776.04,2020-12-07,,13,,HIGH,reidin
Al Mashraba,1311,2,2023.61,2020-12-06,,13,,HIGH,reidin
Al Mashraba,1110,2,1776.04,2020-12-06,,11,,HIGH,reidin
Golden Mile,1011,1,1092.21,2020-12-06,,10,,HIGH,reidin
The Fairmont Palm Residences,5V029,5,3336.81,2020-12-06,,nan,,HIGH,reidin
Balqis Residences,913,2,1926.74,2020-12-06,,9,,HIGH,reidin
Al Khushkar,312,2,1585.85,2020-12-06,,3,,HIGH,reidin
The 8,TPTGBIN31,,410.75,2020-11-30,,nan,,HIGH,reidin
Serenia Residences,A401,1,936.46,2020-11-30,,4,,HIGH,reidin
Golden Mile,2207,2,1883.68,2020-11-30,,2,,HIGH,reidin
Golden Mile,311,1,1105.99,2020-11-29,,3,,HIGH,reidin
Al Malak,PJFRE007,5,6999.98,2020-11-29,,nan,,HIGH,reidin
Marina Residences,902S,,4792.09,2020-11-29,,9,,HIGH,reidin
Golden Mile,302,1,867.68,2020-11-26,,3,,HIGH,reidin
Marina Residences,508,2,2012.85,2020-11-26,,5,,HIGH,reidin
Al Fahad,PJFRL117,5,6999.98,2020-11-25,,nan,,HIGH,reidin
Golden Mile,513,1,1093.18,2020-11-25,,5,,HIGH,reidin
Al Hallawi,708,2,1550.0,2020-11-25,,7,,HIGH,reidin
Golden Mile,312,2,1635.9,2020-11-23,,3,,HIGH,reidin
Al Basri,206,2,2002.09,2020-11-23,,2,,HIGH,reidin
Marina Residences,C210,2,2055.9,2020-11-22,,2,,HIGH,reidin
Al Basri,PJFRF021,6,6999.98,2020-11-22,,nan,,HIGH,reidin
Al Ghaf,PJFRB014,4,5000.05,2020-11-21,,nan,,HIGH,reidin
Al Seef,PJFRM144,4,5000.05,2020-11-19,,nan,,HIGH,reidin
The 8,TPTGBIN27,,1422.56,2020-11-19,,nan,,HIGH,reidin
Golden Mile,7301,1,1302.43,2020-11-19,,3,,HIGH,reidin
Serenia Residences,A405,1,1065.63,2020-11-19,,4,,HIGH,reidin
The Fairmont Palm Residences,209,1,1356.25,2020-11-18,,2,,HIGH,reidin
Golden Mile,901,1,1092.86,2020-11-17,,9,,HIGH,reidin
Palm Tower,PWBB1FB1,,2018.02,2020-11-16,,G,,HIGH,reidin
Serenia Residences,A309,1,899.65,2020-11-16,,3,,HIGH,reidin
Kempinski Residences,702,3,6899.66,2020-11-16,,7,,HIGH,reidin
Al Khushkar,508,2,1550.0,2020-11-15,,5,,HIGH,reidin
Serenia Residences,C408,1,1108.68,2020-11-15,,4,,HIGH,reidin
Al Fahad,PJFRL032,4,5000.05,2020-11-15,,nan,,HIGH,reidin
Al Murjan,1310,2,1776.04,2020-11-14,,13,,HIGH,reidin
The Fairmont Palm Residences,5V075,5,3336.81,2020-11-12,,nan,,HIGH,reidin
Al Shamsi,506,,4725.35,2020-11-12,,5,,HIGH,reidin
Al Fahad,PJFRA008,4,5000.05,2020-11-12,,nan,,HIGH,reidin
Al Murjan,401,2,1937.5,2020-11-11,,4,,HIGH,reidin
Golden Mile,205,1,976.5,2020-11-11,,2,,HIGH,reidin
The 8,TPTGC09,,1689.72,2020-11-11,,G,,HIGH,reidin
Al Nabat,109,1,1140.97,2020-11-11,,1,,HIGH,reidin
Al Malak,207,3,2443.41,2020-11-10,,2,,HIGH,reidin
Al Hamri,611,3,2217.36,2020-11-09,,6,,HIGH,reidin
Kempinski Residences,301,3,3755.96,2020-11-09,,3,,HIGH,reidin
Balqis Residences,806,5,3490.41,2020-11-09,,8,,HIGH,reidin
Serenia Residences,B807,2,1571.53,2020-11-09,,8,,HIGH,reidin
Al Habool,603,3,2152.78,2020-11-08,,6,,HIGH,reidin
Golden Mile,3512,3,2421.34,2020-11-08,,5,,HIGH,reidin
Al Malak,PJFRE101,6,6999.98,2020-11-08,,nan,,HIGH,reidin
The 8,TPTGBIN24,,1420.3,2020-11-08,,nan,,HIGH,reidin
Al Fahad,PJFRA010,7,6999.98,2020-11-07,,nan,,HIGH,reidin
Seven Palm,41101,4,5457.3,2020-11-05,,11,,HIGH,reidin
Al Basri,612,2,1582.29,2020-11-05,,6,,HIGH,reidin
Al Basri,PJFRD127,4,5000.05,2020-11-04,,nan,,HIGH,reidin
Al Seef,PJFRM067,5,6000.01,2020-11-04,,nan,,HIGH,reidin
Al Mashraba,210,2,2045.14,2020-11-04,,2,,HIGH,reidin
Al Murjan,1006,3,4057.99,2020-11-03,,10,,HIGH,reidin
Al Ghaf,PJFRB047,4,5000.05,2020-11-03,,nan,,HIGH,reidin
Golden Mile,101,1,1637.3,2020-11-02,,1,,HIGH,reidin
Al Ghaf,PJFRC012,5,5460.96,2020-11-02,,nan,,HIGH,reidin
Marina Residences,816,1,1140.97,2020-11-01,,8,,HIGH,reidin
Al Msalli,B1013,,2691.94,2020-11-01,,LG,,HIGH,reidin
Golden Mile,609,2,1664.74,2020-11-01,,6,,HIGH,reidin
Serenia Residences,A213,2,1506.95,2020-10-28,,2,,HIGH,reidin
Golden Mile,8703,3,4682.3,2020-10-27,,7,,HIGH,reidin
Al Khushkar,1109,1,1140.97,2020-10-27,,11,,HIGH,reidin
Al Khayali,411,2,1937.5,2020-10-26,,4,,HIGH,reidin
